shipment_id,ship_date,origin_warehouse,destination_region,mode_of_transport,distance_km,shipment_volume_units,delivery_time_days,promised_time_days,on_time_delivery,transportation_cost_inr,customer_rating,cost_per_km,delay_days,ship_month
SHP00463,2026-01-05,WH-3,North,Air,823.8,22,0.95,2,True,147941.65,3.9,179.58,0.0,2026-01
SHP00464,2026-04-21,WH-1,North,Sea,634.0,23,2.28,10,True,6185.95,4.0,9.76,0.0,2026-04
SHP00465,2026-01-23,WH-3,West,Road,709.9,16,2.7,4,True,20264.06,4.6,28.54,0.0,2026-01
SHP00466,2026-06-15,WH-2,South,Sea,1111.5,65,6.09,10,True,9520.44,2.6,8.57,0.0,2026-06
SHP00467,2026-03-30,WH-2,East,Sea,307.5,108,2.09,10,True,3371.9,4.6,10.97,0.0,2026-03
SHP00468,2026-03-11,WH-3,East,Road,1516.8,6,4.06,4,True,64899.75,3.3,42.79,0.06,2026-03
SHP00469,2026-03-18,WH-4,North,Road,461.3,20,1.52,4,True,21164.41,5.0,45.88,0.0,2026-03
SHP00470,2026-06-26,WH-2,North,Sea,614.6,24,1.92,10,True,5666.07,4.6,9.22,0.0,2026-06
SHP00471,2026-03-08,WH-1,West,Rail,1107.8,25,5.42,5,True,25839.22,3.7,23.32,0.42,2026-03
SHP00472,2026-06-17,WH-3,North,Rail,244.7,12,0.98,5,True,4382.29,5.0,17.91,0.0,2026-06
SHP00473,2026-01-31,WH-3,South,Road,130.6,20,1.98,4,True,6077.56,4.3,46.54,0.0,2026-01
SHP00474,2026-01-25,WH-4,West,Sea,1749.2,20,5.04,10,True,16886.2,4.3,9.65,0.0,2026-01
SHP00475,2026-04-04,WH-4,North,Sea,750.2,12,3.0,10,True,7136.82,4.6,9.51,0.0,2026-04
SHP00476,2026-01-16,WH-2,West,Road,577.5,10,2.5,4,True,27033.1,4.2,46.81,0.0,2026-01
SHP00477,2026-01-15,WH-5,West,Road,1023.2,7,3.22,4,True,39403.97,4.5,38.51,0.0,2026-01
SHP00478,2026-01-14,WH-5,North,Air,400.0,23,0.85,2,True,70420.16,3.1,176.05,0.0,2026-01
SHP00479,2026-05-31,WH-2,West,Road,463.4,18,1.86,4,True,21321.79,4.5,46.01,0.0,2026-05
SHP00480,2026-03-15,WH-1,East,Road,315.1,13,1.86,4,True,17365.2,5.0,55.11,0.0,2026-03
SHP00481,2026-01-17,WH-4,South,Sea,648.2,7,4.3,10,True,6099.74,3.4,9.41,0.0,2026-01
SHP00482,2026-06-24,WH-5,West,Sea,811.6,16,3.09,10,True,7680.35,3.6,9.46,0.0,2026-06
SHP00483,2026-04-01,WH-6,North,Sea,1035.6,17,3.27,10,True,10843.94,3.7,10.47,0.0,2026-04
SHP00484,2026-01-31,WH-3,North,Road,799.1,45,2.18,4,True,30671.29,4.8,38.38,0.0,2026-01
SHP00485,2026-01-15,WH-4,North,Road,1575.0,44,4.56,4,False,72205.29,3.0,45.84,0.56,2026-01
SHP00486,2026-02-19,WH-6,North,Air,617.7,15,0.65,2,True,109807.39,3.9,177.77,0.0,2026-02
SHP00487,2026-06-20,WH-2,West,Road,1126.7,20,3.46,4,True,48820.61,4.0,43.33,0.0,2026-06
SHP00488,2026-04-07,WH-2,East,Rail,121.0,16,0.69,5,True,2255.39,4.9,18.64,0.0,2026-04
SHP00489,2026-06-05,WH-6,East,Road,187.7,12,1.49,4,True,8292.15,5.0,44.18,0.0,2026-06
SHP00490,2026-01-24,WH-3,West,Sea,1053.8,26,3.29,10,True,9707.64,4.1,9.21,0.0,2026-01
SHP00491,2026-01-07,WH-5,East,Road,310.1,33,1.08,4,True,12851.36,5.0,41.44,0.0,2026-01
SHP00492,2026-05-28,WH-2,Central,Rail,468.4,9,1.59,5,True,9998.05,4.0,21.35,0.0,2026-05
SHP00493,2026-02-17,WH-1,East,Road,712.8,10,2.14,4,True,30191.32,3.9,42.36,0.0,2026-02
SHP00494,2026-06-10,WH-6,Central,Rail,619.3,46,1.71,5,True,13902.25,4.9,22.45,0.0,2026-06
SHP00495,2026-04-03,WH-2,Central,Rail,2377.3,52,5.28,5,True,52650.03,4.7,22.15,0.28,2026-04
SHP00496,2026-02-02,WH-3,East,Air,400.0,17,1.45,2,True,58159.59,5.0,145.4,0.0,2026-02
SHP00497,2026-05-19,WH-6,West,Road,265.4,28,2.02,4,True,13266.69,4.6,49.99,0.0,2026-05
SHP00498,2026-01-09,WH-5,East,Air,400.0,13,2.44,2,True,59293.16,5.0,148.23,0.44,2026-01
SHP00499,2026-04-23,WH-1,South,Road,1363.1,8,3.54,4,True,49176.56,4.0,36.08,0.0,2026-04
SHP00500,2026-02-25,WH-1,North,Road,835.0,24,2.25,4,True,41692.92,4.7,49.93,0.0,2026-02
SHP00501,2026-02-27,WH-1,Central,Road,422.1,20,2.07,4,True,13902.28,5.0,32.94,0.0,2026-02
SHP00502,2026-05-25,WH-4,West,Road,2340.6,35,6.22,4,False,93699.68,3.0,40.03,2.22,2026-05
SHP00503,2026-04-01,WH-6,East,Road,1948.9,24,5.65,4,False,90729.39,2.5,46.55,1.65,2026-04
SHP00504,2026-03-03,WH-3,Central,Air,400.0,43,0.5,2,True,73584.17,5.0,183.96,0.0,2026-03
SHP00505,2026-04-16,WH-4,South,Road,1880.8,4,5.0,4,False,85134.9,4.3,45.27,1.0,2026-04
SHP00506,2026-03-31,WH-4,South,Road,401.3,12,1.3,4,True,18160.49,4.6,45.25,0.0,2026-03
SHP00507,2026-06-20,WH-4,West,Road,482.8,10,1.47,4,True,24437.53,4.1,50.62,0.0,2026-06
SHP00508,2026-05-01,WH-2,North,Air,1704.4,22,1.33,2,True,287163.06,3.8,168.48,0.0,2026-05
SHP00509,2026-03-19,WH-3,North,Air,1225.6,129,2.32,2,True,160443.69,4.0,130.91,0.32,2026-03
SHP00510,2026-06-15,WH-3,North,Rail,1051.5,27,2.84,5,True,23220.91,5.0,22.08,0.0,2026-06
SHP00511,2026-01-11,WH-2,Central,Air,779.4,21,1.38,2,True,131197.13,3.8,168.33,0.0,2026-01
SHP00512,2026-03-05,WH-3,East,Road,1012.9,20,2.93,4,True,35930.34,4.9,35.47,0.0,2026-03
SHP00513,2026-04-26,WH-5,North,Sea,537.7,19,2.54,10,True,4959.0,4.4,9.22,0.0,2026-04
SHP00514,2026-05-21,WH-1,West,Air,884.8,39,1.28,2,True,148372.5,5.0,167.69,0.0,2026-05
SHP00515,2026-03-16,WH-1,Central,Air,1077.7,61,1.5,2,True,185449.07,4.7,172.08,0.0,2026-03
SHP00516,2026-02-10,WH-5,North,Road,1114.1,8,3.19,4,True,51759.4,4.1,46.46,0.0,2026-02
SHP00517,2026-05-07,WH-1,South,Road,243.8,37,1.52,4,True,8366.27,4.3,34.32,0.0,2026-05
SHP00518,2026-04-20,WH-1,North,Road,351.2,8,2.26,4,True,16387.75,5.0,46.66,0.0,2026-04
SHP00519,2026-06-10,WH-4,South,Rail,763.6,14,2.07,5,True,19818.41,4.5,25.95,0.0,2026-06
SHP00520,2026-05-30,WH-2,West,Road,340.0,3,1.23,4,True,11576.19,4.1,34.05,0.0,2026-05
SHP00521,2026-01-12,WH-6,Central,Air,787.8,18,1.03,2,True,149728.42,4.1,190.06,0.0,2026-01
SHP00522,2026-04-10,WH-6,North,Road,573.0,28,2.26,4,True,22602.32,4.8,39.45,0.0,2026-04
SHP00523,2026-04-16,WH-6,East,Air,493.0,17,1.12,2,True,84318.59,5.0,171.03,0.0,2026-04
SHP00524,2026-05-08,WH-1,Central,Road,177.9,34,1.31,4,True,9346.4,4.9,52.54,0.0,2026-05
SHP00525,2026-05-18,WH-4,East,Road,197.3,16,1.11,4,True,9317.64,5.0,47.23,0.0,2026-05
SHP00526,2026-02-03,WH-1,North,Air,1359.1,13,1.44,2,True,261924.67,4.1,192.72,0.0,2026-02
SHP00527,2026-01-24,WH-3,West,Sea,787.7,53,2.84,10,True,7867.85,4.7,9.99,0.0,2026-01
SHP00528,2026-02-08,WH-6,East,Road,1288.6,8,3.88,4,True,45322.9,4.0,35.17,0.0,2026-02
SHP00529,2026-02-25,WH-1,East,Air,400.0,64,0.83,2,True,75765.97,4.2,189.41,0.0,2026-02
SHP00530,2026-06-17,WH-4,South,Road,642.0,4,1.94,4,True,29668.15,3.9,46.21,0.0,2026-06
SHP00531,2026-02-06,WH-3,East,Rail,812.3,30,2.44,5,True,19005.95,4.2,23.4,0.0,2026-02
SHP00532,2026-06-01,WH-3,East,Road,890.7,10,2.44,4,True,33731.42,4.3,37.87,0.0,2026-06
SHP00533,2026-05-18,WH-5,West,Rail,146.3,11,0.87,5,True,3924.92,4.3,26.83,0.0,2026-05
SHP00534,2026-02-20,WH-1,Central,Road,389.1,23,1.65,4,True,21976.9,4.7,56.48,0.0,2026-02
SHP00535,2026-02-20,WH-4,South,Road,1257.5,10,4.64,4,False,59073.35,1.0,46.98,0.64,2026-02
SHP00536,2026-02-03,WH-1,West,Sea,868.5,27,3.33,10,True,6704.28,3.9,7.72,0.0,2026-02
SHP00537,2026-04-17,WH-5,South,Sea,2005.3,51,6.06,10,True,19662.62,5.0,9.81,0.0,2026-04
SHP00538,2026-01-20,WH-3,North,Road,672.3,61,2.28,4,True,34120.09,4.6,50.75,0.0,2026-01
SHP00539,2026-03-11,WH-6,Central,Air,400.0,21,0.69,2,True,54219.88,3.8,135.55,0.0,2026-03
SHP00540,2026-05-03,WH-6,South,Road,227.2,44,1.34,4,True,10191.28,5.0,44.86,0.0,2026-05
SHP00541,2026-03-11,WH-5,West,Road,1327.1,6,4.07,4,True,44842.45,4.6,33.79,0.07,2026-03
SHP00542,2026-03-18,WH-4,North,Rail,324.9,20,1.26,5,True,6358.39,4.2,19.57,0.0,2026-03
SHP00543,2026-03-15,WH-1,West,Road,487.0,4,2.89,4,True,21383.06,3.7,43.91,0.0,2026-03
SHP00544,2026-06-11,WH-6,Central,Sea,281.6,19,1.76,10,True,3404.17,4.3,12.09,0.0,2026-06
SHP00545,2026-03-27,WH-4,East,Air,1040.6,12,1.06,2,True,159026.04,3.8,152.82,0.0,2026-03
SHP00546,2026-02-16,WH-6,South,Sea,807.0,25,3.19,10,True,9557.26,4.8,11.84,0.0,2026-02
SHP00547,2026-04-12,WH-2,South,Air,734.2,113,0.58,2,True,124184.04,4.0,169.14,0.0,2026-04
SHP00548,2026-05-22,WH-1,West,Road,509.2,22,2.51,4,True,21883.54,5.0,42.98,0.0,2026-05
SHP00549,2026-02-28,WH-6,North,Sea,1399.0,46,4.46,10,True,13579.81,4.7,9.71,0.0,2026-02
SHP00550,2026-02-14,WH-1,North,Sea,488.4,106,2.93,10,True,3929.71,5.0,8.05,0.0,2026-02
SHP00551,2026-03-24,WH-1,West,Air,735.7,7,1.28,2,True,113420.78,3.3,154.17,0.0,2026-03
SHP00552,2026-03-02,WH-4,North,Road,344.7,11,1.9,4,True,16252.77,4.6,47.15,0.0,2026-03
SHP00553,2026-04-23,WH-3,East,Road,1617.4,9,4.21,4,True,73247.47,4.0,45.29,0.21,2026-04
SHP00554,2026-05-10,WH-2,North,Road,1081.8,10,3.48,4,True,43195.59,4.3,39.93,0.0,2026-05
SHP00555,2026-05-08,WH-3,East,Road,403.6,38,1.61,4,True,19059.58,3.5,47.22,0.0,2026-05
SHP00556,2026-04-09,WH-1,North,Sea,623.4,6,2.42,10,True,4605.68,2.5,7.39,0.0,2026-04
SHP00557,2026-03-31,WH-1,West,Road,2171.5,24,5.24,4,False,94924.86,2.7,43.71,1.24,2026-03
SHP00558,2026-01-23,WH-4,North,Road,383.1,23,1.32,4,True,18542.93,5.0,48.4,0.0,2026-01
SHP00559,2026-05-04,WH-5,South,Air,694.6,14,8.6,2,False,138533.24,2.9,199.44,6.6,2026-05
SHP00560,2026-06-24,WH-5,North,Road,869.3,16,2.41,4,True,31445.26,4.8,36.17,0.0,2026-06
SHP00561,2026-02-08,WH-5,North,Road,314.5,35,3.94,4,True,11995.34,3.7,38.14,0.0,2026-02
SHP00562,2026-03-02,WH-5,West,Road,1666.7,19,4.08,4,True,72550.46,3.9,43.53,0.08,2026-03
SHP00563,2026-01-30,WH-6,West,Sea,629.6,7,2.74,10,True,5411.55,4.6,8.6,0.0,2026-01
SHP00564,2026-02-03,WH-4,North,Air,728.4,26,0.72,2,True,140965.78,4.7,193.53,0.0,2026-02
SHP00565,2026-05-27,WH-6,Central,Sea,20.0,60,0.88,10,True,517.04,3.7,25.85,0.0,2026-05
SHP00566,2026-03-19,WH-3,West,Road,317.6,11,1.8,4,True,13272.39,4.5,41.79,0.0,2026-03
SHP00567,2026-04-10,WH-4,Central,Air,400.0,20,1.13,2,True,52931.13,5.0,132.33,0.0,2026-04
SHP00568,2026-05-26,WH-1,East,Rail,203.8,20,3.37,5,True,4252.02,4.2,20.86,0.0,2026-05
SHP00569,2026-01-05,WH-6,North,Sea,419.0,6,2.12,10,True,3729.06,3.9,8.9,0.0,2026-01
SHP00570,2026-03-10,WH-3,North,Rail,799.5,22,2.75,5,True,17705.66,4.0,22.15,0.0,2026-03
SHP00571,2026-04-23,WH-4,Central,Sea,604.4,33,3.47,10,True,5623.41,3.1,9.3,0.0,2026-04
SHP00572,2026-01-24,WH-2,Central,Rail,1770.8,39,3.89,5,True,34804.63,4.5,19.65,0.0,2026-01
SHP00573,2026-05-19,WH-6,South,Sea,956.9,4,2.86,10,True,7291.55,4.2,7.62,0.0,2026-05
SHP00574,2026-02-06,WH-6,West,Road,461.7,8,1.65,4,True,20438.54,4.6,44.27,0.0,2026-02
SHP00575,2026-05-29,WH-6,South,Sea,760.5,15,3.04,10,True,6172.45,4.7,8.12,0.0,2026-05
SHP00576,2026-01-12,WH-1,East,Road,486.4,24,7.57,4,False,21224.21,2.3,43.64,3.57,2026-01
SHP00577,2026-04-20,WH-4,East,Road,965.8,15,3.27,4,True,47133.8,4.0,48.8,0.0,2026-04
SHP00578,2026-05-28,WH-3,Central,Road,706.0,16,2.72,4,True,25159.08,5.0,35.64,0.0,2026-05
SHP00579,2026-03-02,WH-2,North,Road,345.3,32,1.26,4,True,15251.99,4.8,44.17,0.0,2026-03
SHP00580,2026-02-21,WH-3,South,Road,897.3,108,2.65,4,True,52795.87,3.0,58.84,0.0,2026-02
SHP00581,2026-04-22,WH-3,South,Road,574.6,29,2.02,4,True,26820.58,4.0,46.68,0.0,2026-04
SHP00582,2026-03-04,WH-2,Central,Road,476.0,86,2.12,4,True,20862.97,3.0,43.83,0.0,2026-03
SHP00583,2026-04-16,WH-2,North,Sea,346.5,25,2.44,10,True,3945.67,3.4,11.39,0.0,2026-04
SHP00584,2026-03-02,WH-2,South,Road,1981.5,32,4.79,4,False,80535.66,2.0,40.64,0.79,2026-03
SHP00585,2026-04-17,WH-6,North,Sea,535.6,24,2.33,10,True,4531.18,4.6,8.46,0.0,2026-04
SHP00586,2026-06-13,WH-3,East,Rail,76.7,19,0.53,5,True,1885.39,3.1,24.58,0.0,2026-06
SHP00587,2026-04-23,WH-3,West,Sea,776.6,14,2.96,10,True,6594.27,2.9,8.49,0.0,2026-04
SHP00588,2026-01-23,WH-2,North,Road,506.0,5,5.02,4,False,20382.3,2.6,40.28,1.02,2026-01
SHP00589,2026-01-14,WH-4,North,Rail,967.4,29,2.39,5,True,22782.61,4.3,23.55,0.0,2026-01
SHP00590,2026-03-01,WH-5,West,Road,833.2,48,2.96,4,True,37073.65,4.5,44.5,0.0,2026-03
SHP00591,2026-06-08,WH-5,West,Road,671.5,48,2.24,4,True,22458.62,4.0,33.45,0.0,2026-06
SHP00592,2026-03-10,WH-5,South,Road,312.3,31,1.19,4,True,15648.83,4.4,50.11,0.0,2026-03
SHP00593,2026-06-10,WH-5,South,Road,1170.0,12,3.51,4,True,52135.38,5.0,44.56,0.0,2026-06
SHP00594,2026-03-28,WH-2,South,Road,74.2,18,1.14,4,True,3788.01,3.8,51.05,0.0,2026-03
SHP00595,2026-05-11,WH-5,Central,Sea,294.1,43,2.19,10,True,2862.44,4.5,9.73,0.0,2026-05
SHP00596,2026-03-13,WH-4,East,Road,136.5,6,0.66,4,True,6496.28,4.1,47.59,0.0,2026-03
SHP00597,2026-01-08,WH-4,Central,Road,136.3,24,1.09,4,True,6904.33,4.6,50.66,0.0,2026-01
SHP00598,2026-01-12,WH-5,East,Road,1258.1,14,8.29,4,False,64744.89,3.5,51.46,4.29,2026-01
SHP00599,2026-05-05,WH-4,South,Road,2491.8,17,6.17,4,False,124513.59,3.6,49.97,2.17,2026-05
SHP00600,2026-05-03,WH-5,South,Road,259.5,109,0.92,4,True,11012.7,5.0,42.44,0.0,2026-05
SHP00601,2026-03-23,WH-3,West,Road,381.2,46,1.9,4,True,17739.09,4.6,46.53,0.0,2026-03
SHP00602,2026-06-09,WH-1,East,Road,179.3,13,0.99,4,True,7849.39,4.7,43.78,0.0,2026-06
SHP00603,2026-02-02,WH-3,East,Road,2346.9,23,5.91,4,False,101733.79,4.0,43.35,1.91,2026-02
SHP00604,2026-03-08,WH-6,South,Sea,601.8,16,2.83,10,True,5256.07,3.3,8.73,0.0,2026-03
SHP00605,2026-04-10,WH-6,North,Rail,2131.3,17,4.58,5,True,57040.66,4.6,26.76,0.0,2026-04
SHP00606,2026-02-10,WH-5,North,Road,497.9,22,2.11,4,True,18348.68,3.9,36.85,0.0,2026-02
SHP00607,2026-03-18,WH-5,West,Sea,433.3,9,2.33,10,True,4142.62,4.8,9.56,0.0,2026-03
SHP00608,2026-06-12,WH-3,South,Sea,1794.2,27,6.72,10,True,18174.38,5.0,10.13,0.0,2026-06
SHP00609,2026-05-23,WH-3,North,Sea,602.7,9,4.56,10,True,6977.94,4.7,11.58,0.0,2026-05
SHP00610,2026-04-05,WH-6,South,Road,208.7,12,0.83,4,True,9460.6,4.4,45.33,0.0,2026-04
SHP00611,2026-04-22,WH-6,Central,Road,578.6,10,2.07,4,True,27454.93,4.5,47.45,0.0,2026-04
SHP00612,2026-02-25,WH-4,West,Road,311.9,47,3.56,4,True,15456.36,3.6,49.56,0.0,2026-02
SHP00613,2026-02-07,WH-4,West,Road,1130.7,10,3.61,4,True,52178.22,3.7,46.15,0.0,2026-02
SHP00614,2026-01-17,WH-1,South,Air,1640.9,23,1.4,2,True,311322.05,4.3,189.73,0.0,2026-01
SHP00615,2026-04-11,WH-2,Central,Road,667.0,20,5.36,4,False,21781.02,2.9,32.66,1.36,2026-04
SHP00616,2026-05-05,WH-3,North,Rail,494.6,6,6.09,5,False,10774.23,2.6,21.78,1.09,2026-05
SHP00617,2026-03-18,WH-1,North,Road,282.4,6,1.15,4,True,11677.33,4.8,41.35,0.0,2026-03
SHP00618,2026-02-25,WH-1,East,Road,1356.7,5,5.4,4,False,59704.12,3.4,44.01,1.4,2026-02
SHP00619,2026-02-04,WH-4,East,Sea,536.7,7,4.6,10,True,5124.04,4.1,9.55,0.0,2026-02
SHP00620,2026-05-06,WH-1,North,Sea,751.0,47,2.34,10,True,7702.74,5.0,10.26,0.0,2026-05
SHP00621,2026-06-18,WH-4,East,Road,1320.1,8,3.5,4,True,45278.94,3.5,34.3,0.0,2026-06
SHP00622,2026-03-21,WH-2,North,Road,672.9,16,2.98,4,True,34325.92,4.7,51.01,0.0,2026-03
SHP00623,2026-04-24,WH-6,South,Rail,172.6,15,1.02,5,True,4063.67,3.9,23.54,0.0,2026-04
SHP00624,2026-05-26,WH-3,East,Air,400.0,5,0.88,2,True,63020.61,2.7,157.55,0.0,2026-05
SHP00625,2026-02-21,WH-5,West,Road,130.3,10,1.27,4,True,5665.69,4.3,43.48,0.0,2026-02
SHP00626,2026-02-07,WH-3,West,Road,450.8,74,1.85,4,True,16906.0,2.8,37.5,0.0,2026-02
SHP00627,2026-05-28,WH-6,North,Road,244.7,8,0.94,4,True,9577.78,5.0,39.14,0.0,2026-05
SHP00628,2026-05-07,WH-3,North,Road,2108.6,39,5.12,4,False,99216.16,3.7,47.05,1.12,2026-05
SHP00629,2026-05-11,WH-6,North,Road,1113.2,11,3.01,4,True,52441.31,4.5,47.11,0.0,2026-05
SHP00630,2026-05-02,WH-3,North,Road,228.9,21,1.49,4,True,8961.1,4.8,39.15,0.0,2026-05
SHP00631,2026-03-05,WH-4,West,Road,1028.7,34,3.3,4,True,38635.14,4.8,37.56,0.0,2026-03
SHP00632,2026-05-11,WH-2,South,Road,553.0,6,1.62,4,True,22412.51,4.6,40.53,0.0,2026-05
SHP00633,2026-01-02,WH-4,East,Road,621.1,21,2.08,4,True,29500.55,3.7,47.5,0.0,2026-01
SHP00634,2026-01-21,WH-2,East,Rail,385.8,11,1.6,5,True,8071.55,4.8,20.92,0.0,2026-01
SHP00635,2026-04-18,WH-3,West,Sea,211.9,36,2.05,10,True,2118.02,5.0,10.0,0.0,2026-04
SHP00636,2026-01-26,WH-2,Central,Road,467.7,85,5.04,4,False,23133.22,3.4,49.46,1.04,2026-01
SHP00637,2026-03-27,WH-1,South,Road,2249.6,39,11.21,4,False,98278.51,2.8,43.69,7.21,2026-03
SHP00638,2026-03-16,WH-2,South,Rail,1731.7,13,4.51,5,True,46720.47,5.0,26.98,0.0,2026-03
SHP00639,2026-01-09,WH-1,East,Road,919.5,26,2.82,4,True,38202.08,4.7,41.55,0.0,2026-01
SHP00640,2026-01-06,WH-5,South,Road,480.2,10,1.74,4,True,20261.03,4.1,42.19,0.0,2026-01
SHP00641,2026-03-09,WH-3,West,Road,199.1,16,3.67,4,True,8738.77,4.2,43.89,0.0,2026-03
SHP00642,2026-05-24,WH-3,West,Road,879.4,11,2.49,4,True,37026.81,5.0,42.1,0.0,2026-05
SHP00643,2026-03-27,WH-4,East,Road,1120.3,29,3.27,4,True,48452.16,5.0,43.25,0.0,2026-03
SHP00644,2026-05-03,WH-2,South,Sea,1541.1,8,4.84,10,True,13146.13,4.7,8.53,0.0,2026-05
SHP00645,2026-01-19,WH-3,South,Road,322.2,12,1.35,4,True,9682.13,4.0,30.05,0.0,2026-01
SHP00646,2026-01-26,WH-2,North,Sea,1976.6,43,7.73,10,True,15642.28,4.1,7.91,0.0,2026-01
SHP00647,2026-01-31,WH-2,Central,Road,408.0,5,1.39,4,True,15618.63,3.7,38.28,0.0,2026-01
SHP00648,2026-05-03,WH-6,East,Road,1254.7,18,3.69,4,True,58817.51,4.3,46.88,0.0,2026-05
SHP00649,2026-06-06,WH-5,North,Road,501.5,22,1.92,4,True,15723.27,4.8,31.35,0.0,2026-06
SHP00650,2026-01-15,WH-3,North,Road,855.5,4,2.31,4,True,40786.56,4.3,47.68,0.0,2026-01
SHP00651,2026-04-06,WH-6,West,Rail,185.1,43,1.24,5,True,4823.3,3.4,26.06,0.0,2026-04
SHP00652,2026-05-11,WH-5,West,Road,304.3,7,1.75,4,True,16189.33,5.0,53.2,0.0,2026-05
SHP00653,2026-05-20,WH-2,North,Road,917.6,8,2.89,4,True,46982.36,4.8,51.2,0.0,2026-05
SHP00654,2026-05-17,WH-1,West,Road,2776.6,13,6.49,4,False,112288.5,2.8,40.44,2.49,2026-05
SHP00655,2026-03-26,WH-4,Central,Rail,793.8,14,2.06,5,True,18857.35,5.0,23.76,0.0,2026-03
SHP00656,2026-05-17,WH-2,North,Sea,1456.3,13,4.66,10,True,13271.64,4.8,9.11,0.0,2026-05
SHP00657,2026-05-21,WH-2,East,Sea,1019.1,11,3.3,10,True,9432.55,4.7,9.26,0.0,2026-05
SHP00658,2026-03-21,WH-5,West,Road,83.7,41,1.43,4,True,3818.5,3.2,45.62,0.0,2026-03
SHP00659,2026-04-24,WH-1,South,Road,1493.5,8,3.75,4,True,67410.53,4.7,45.14,0.0,2026-04
SHP00660,2026-01-12,WH-1,West,Road,619.6,37,2.1,4,True,26323.61,4.2,42.48,0.0,2026-01
SHP00661,2026-04-02,WH-4,North,Rail,1270.8,30,2.94,5,True,33929.93,5.0,26.7,0.0,2026-04
SHP00662,2026-05-19,WH-2,East,Road,398.7,5,3.28,4,True,21088.0,4.4,52.89,0.0,2026-05
SHP00663,2026-04-18,WH-1,Central,Road,130.7,11,1.45,4,True,5907.13,4.8,45.2,0.0,2026-04
SHP00664,2026-06-19,WH-5,South,Sea,1798.3,14,5.78,10,True,19066.82,3.1,10.6,0.0,2026-06
SHP00665,2026-03-01,WH-3,Central,Air,817.2,15,0.7,2,True,147975.47,5.0,181.08,0.0,2026-03
SHP00666,2026-06-17,WH-2,Central,Road,455.8,16,4.82,4,False,19200.06,2.8,42.12,0.82,2026-06
SHP00667,2026-01-27,WH-6,North,Rail,148.8,9,0.76,5,True,4218.04,4.8,28.35,0.0,2026-01
SHP00668,2026-02-25,WH-5,North,Rail,1321.5,29,3.13,5,True,29219.86,4.5,22.11,0.0,2026-02
SHP00669,2026-05-07,WH-5,East,Sea,1756.1,11,8.42,10,True,14807.82,4.5,8.43,0.0,2026-05
SHP00670,2026-02-14,WH-6,West,Sea,383.9,42,1.39,10,True,4089.06,4.7,10.65,0.0,2026-02
SHP00671,2026-05-06,WH-5,North,Road,446.0,7,1.58,4,True,20004.74,4.7,44.85,0.0,2026-05
SHP00672,2026-06-01,WH-6,North,Rail,371.6,30,1.68,5,True,7569.38,4.4,20.37,0.0,2026-06
SHP00673,2026-04-29,WH-6,Central,Road,1115.1,53,2.8,4,True,35011.95,5.0,31.4,0.0,2026-04
SHP00674,2026-02-12,WH-1,Central,Road,1602.4,4,3.98,4,True,73911.99,4.5,46.13,0.0,2026-02
SHP00675,2026-01-07,WH-3,West,Sea,1245.5,30,9.57,10,True,12691.2,4.1,10.19,0.0,2026-01
SHP00676,2026-03-04,WH-2,North,Sea,567.8,39,2.17,10,True,4770.88,4.0,8.4,0.0,2026-03
SHP00677,2026-03-21,WH-5,North,Road,1215.4,14,3.25,4,True,49917.0,5.0,41.07,0.0,2026-03
SHP00678,2026-03-24,WH-2,South,Road,213.4,15,1.47,4,True,9723.99,3.9,45.57,0.0,2026-03
SHP00679,2026-02-14,WH-5,West,Rail,464.9,4,1.7,5,True,11287.16,4.8,24.28,0.0,2026-02
SHP00680,2026-05-23,WH-6,North,Road,879.0,8,2.59,4,True,38246.6,4.9,43.51,0.0,2026-05
SHP00681,2026-01-27,WH-2,South,Sea,731.2,11,2.98,10,True,7205.95,5.0,9.85,0.0,2026-01
SHP00682,2026-01-19,WH-2,West,Road,882.3,28,2.75,4,True,37491.73,4.8,42.49,0.0,2026-01
SHP00683,2026-01-24,WH-2,East,Sea,692.3,9,2.6,10,True,5863.81,4.6,8.47,0.0,2026-01
SHP00684,2026-04-18,WH-3,North,Road,447.9,18,1.73,4,True,17351.47,4.4,38.74,0.0,2026-04
SHP00685,2026-01-08,WH-5,Central,Road,999.5,19,2.58,4,True,43911.66,4.1,43.93,0.0,2026-01
SHP00686,2026-06-05,WH-3,North,Road,677.8,39,2.71,4,True,29097.96,5.0,42.93,0.0,2026-06
SHP00687,2026-02-08,WH-5,South,Rail,309.0,90,2.25,5,True,6807.92,4.5,22.03,0.0,2026-02
SHP00688,2026-01-10,WH-4,East,Rail,908.6,33,2.79,5,True,24144.81,3.7,26.57,0.0,2026-01
SHP00689,2026-02-17,WH-2,East,Road,1023.1,94,3.37,4,True,46391.2,3.9,45.34,0.0,2026-02
SHP00690,2026-02-20,WH-4,South,Sea,1055.7,12,5.37,10,True,8582.77,3.1,8.13,0.0,2026-02
SHP00691,2026-02-12,WH-1,Central,Road,315.7,78,1.38,4,True,16524.6,5.0,52.34,0.0,2026-02
SHP00692,2026-06-24,WH-3,North,Road,351.4,33,1.83,4,True,14568.17,3.6,41.46,0.0,2026-06
SHP00693,2026-01-21,WH-6,South,Air,400.9,37,1.0,2,True,69213.29,3.4,172.64,0.0,2026-01
SHP00694,2026-01-12,WH-6,Central,Road,1994.2,26,4.83,4,False,80328.12,3.7,40.28,0.83,2026-01
